Entry	Mass	Gene Names (ordered locus)	Subunit structure	Subcellular location [CC]
P0AFV8	8042	b1307 JW1300		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12562786}. Cell inner membrane {ECO:0000269|PubMed:12562786}; Peripheral membrane protein {ECO:0000269|PubMed:12562786}; Cytoplasmic side {ECO:0000269|PubMed:12562786}.
P0AG14	39366	b1272 JW1264		SUBCELLULAR LOCATION: Cell inner membrane; Single-pass membrane protein.
P0AG34	22427	b3824 JW5585		SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P0AG38	22474	b3823 JW5586		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:15919996}.
P0AG84	31488	b3003 JW2972		
P0AGG8	51364	b3244 JW3213		
P0AGH8	34121	b3727 JW3705		SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P0AGI4	41031	b3568 JW3540		SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P0AGI8	50368	b3290 JW3251		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:2674131}; Peripheral membrane protein {ECO:0000269|PubMed:2674131}; Cytoplasmic side {ECO:0000269|PubMed:2674131}. Note=Peripherally bound to the inner side of the inner membrane via the TrkG and TrkH proteins.
P0AGJ2	25343	b3651 JW3626		
P0AGK4	10784	b3180 JW3147		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16980477}. Note=Has been seen to comigrate with the 50S ribosomal subunit in sucrose gradients.
P0C8J8	47109	b2095 JW2082	SUBUNIT: Forms a complex with GatY.	
P0C8K0	47192	b3132 JW3101	SUBUNIT: Forms a complex with KbaY.	
P0CB39	66610	b3955 JW3927	SUBUNIT: Forms a complex with an unidentified protein of approximately 36 kDa. {ECO:0000269|PubMed:16079137}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:16079137}; Multi-pass membrane protein {ECO:0000269|PubMed:16079137}.
P0CE44	49908	b1616 JW1608		SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P0CE45	49892			SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15774881}; Multi-pass membrane protein {ECO:0000269|PubMed:15774881}.
P0CF88	44267	b0256 JW0246		
P0CK95	167246	b4466 JW5925		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|PROSITE-ProRule:PRU00303}; Lipid-anchor {ECO:0000255|PROSITE-ProRule:PRU00303}.
P0DKB3	5031	b4705 JW0800.1		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:21778229}. Note=May be loosely associated with the inner membrane.
P0DP21	12078	b4338 JW5953		
P0DP70	13335	b4103 JW4065	SUBUNIT: If the reading frame is restored, the complex is composed of two ATP-binding proteins (PhnC), two transmembrane proteins (PhnE) and a solute-binding protein (PhnD) (Probable). {ECO:0000305}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441, ECO:0000269|PubMed:15919996}. Note=In strain K12 / MG1655 when overexpressed using vectors that provide a promoter and ribosome binding site (PubMed:15919996). {ECO:0000269|PubMed:15919996}.
P0DP89	34507	b4488	SUBUNIT: Tetramer of two large (IlvG) and two small (IlvM) chains. {ECO:0000250|UniProtKB:P0DP90}.	
P10423	37920	b2753 JW2723		
P10442	21526	b0183 JW0178		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P10805	29019	b0566 JW0555		
P11072	33762	b1139 JW1125		SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P11446	35952	b3958 JW3930		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00150}.
P11875	64683	b1876 JW1865	SUBUNIT: Monomer.	SUBCELLULAR LOCATION: Cytoplasm.
P11988	53161	b3721 JW3699		
P11989	32097	b3723 JW3701		
P12999	28276	b0777 JW0760		
P13024	34747	b3891 JW3862		SUBCELLULAR LOCATION: Cytoplasm.
P15006	40590	b4345 JW5789		
P15070	14855	b1946 JW1930		SUBCELLULAR LOCATION: Cell inner membrane; Peripheral membrane protein; Cytoplasmic side. Bacterial flagellum basal body.
P15639	57329	b4006 JW3970		
P15977	78503	b3416 JW3379		SUBCELLULAR LOCATION: Cytoplasm.
P16525	35783	b1610 JW1602	SUBUNIT: Monomer.	SUBCELLULAR LOCATION: Cytoplasm.
P16677	29431	b4106 JW4067	SUBUNIT: The complex is composed of two ATP-binding proteins (PhnC), two transmembrane proteins (PhnE) and a solute-binding protein (PhnD). {ECO:0000255|HAMAP-Rule:MF_01713}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01713}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_01713}.
P16682	37371	b4105 JW4066	SUBUNIT: The complex is composed of two ATP-binding proteins (PhnC), two transmembrane proteins (PhnE) and a solute-binding protein (PhnD). {ECO:0000305}.	SUBCELLULAR LOCATION: Periplasm {ECO:0000305}.
P16689	42010	b4095 JW4056		
P16690	20730	b4094 JW4055		
P16701	30292	b2424 JW2417	SUBUNIT: The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP). {ECO:0000305}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441, ECO:0000269|PubMed:15919996}.
P17410	32968	b1735 JW1724	SUBUNIT: Homodimer. {ECO:0000305|PubMed:15066032}.	
P17583	41361	b0341 JW0332		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:15919996}.
P18310	19636	ECOK12F060	SUBUNIT: Homotetramer. {ECO:0000255|HAMAP-Rule:MF_00984}.	
P18393	8271	b4511 JW0577		
P18811	36625	b1620 JW1612		
P19317	26161	b1466 JW1461		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P19769	33477	b3558 JW3528		
P19930	21546	b0975 JW0957		
P20605	22960	b3361 JW3324		
P21169	79416	b2965 JW5482		
P21367	23100	b0897 JW0880	SUBUNIT: Homooctamer composed of two tetrameric rings. {ECO:0000269|PubMed:9782055}.	
P21515	22961	b0404 JW0394		
P21893	63389	b2892 JW2860		
P22586	12670	b1947 JW5316		SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Bacterial flagellum basal body {ECO:0000250}.
P23839	33175	b3644 JW3619	SUBUNIT: Might interact with PNPase (pnp). {ECO:0000305|PubMed:34210798, ECO:0000305|PubMed:34815358}.	
P23841	33627	b2405 JW2396		
P23842	83524	b2395 JW5391		SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}.
P23898	17283	b1708 JW1698		SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}.
P23910	41926	b0396 JW0386		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000305|PubMed:15919996}.
P24174	53016	b2049 JW2034		
P24175	50463	b2048 JW2033		
P24180	41318	b3265 JW3233	SUBUNIT: Part of the tripartite efflux system AcrEF-TolC, which is composed of an inner membrane transporter, AcrF, a periplasmic membrane fusion protein, AcrE, and an outer membrane component, TolC. The complex forms a large protein conduit and can translocate molecules across both the inner and outer membranes (Probable). {ECO:0000305|PubMed:11274125}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305|PubMed:11274125}; Lipid-anchor {ECO:0000305|PubMed:11274125}.
P24181	111454	b3266 JW3234	SUBUNIT: Part of the tripartite efflux system AcrEF-TolC, which is composed of an inner membrane transporter, AcrF, a periplasmic membrane fusion protein, AcrE, and an outer membrane component, TolC. The complex forms a large protein conduit and can translocate molecules across both the inner and outer membranes (Probable). {ECO:0000305|PubMed:11274125}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:11274125, ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:11274125, ECO:0000269|PubMed:15919996}.
P24200	31390	b1159 JW1145		
P24202	33520	b4351 JW4314		
P24218	45090	b0537 JW0525		
P24240	53935	b2716 JW2686		
P24241	51026	b2715 JW5435		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|PROSITE-ProRule:PRU00426, ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00426, ECO:0000269|PubMed:15919996}.
P24242	36813	b2714 JW5434		
P24244	3597	b4592 JW0961.1	SUBUNIT: Able to interact with CydA and CydB upon overexpression.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Note=In sucrose cushions fractionates with the outer membrane, in sarcosyl fractionation with the inner membrane. May have its C-terminus in the cytoplasm (PubMed:21778229). {ECO:0000269|PubMed:21778229}.
P25549	60718	b3801 JW3773		SUBCELLULAR LOCATION: Periplasm {ECO:0000305}.
P25741	30872	b3630 JW3605		
P25744	43867	b1053 JW1040		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P25748	37357	b2151 JW2138	SUBUNIT: Homodimer.	
P25960	24957	b3335 JW3297		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000250|UniProtKB:P22610}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P22610}.
P26266	42100	b0587 JW0579		SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P26365	47985	b4169 JW4127		SUBCELLULAR LOCATION: Periplasm {ECO:0000250}.
P26612	56639	b1927 JW1912	SUBUNIT: Monomer. {ECO:0000250}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:1400215}.
P26649	7892	b3049 JW3021		
P27111	32961	b0338 JW5894		SUBCELLULAR LOCATION: Cytoplasm.
P27126	36730	b3629 JW3604		
P27127	40826	b3628 JW3603		
P27240	27461	b3625 JW3600		
P27243	46878	b3622 JW3597		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000305|PubMed:15919996}.
P27247	38214	b1090 JW5156	SUBUNIT: Homodimer. Probably interacts with PlsY. {ECO:0000255|HAMAP-Rule:MF_00019}.	SUBCELLULAR LOCATION: Cytoplasm. Note=Associated with the membrane possibly through PlsY. {ECO:0000305}.
P27832	24220	b3790 JW5597	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_02027}.	
P27835	51517	b3793 JW3769	SUBUNIT: Probably part of a complex composed of WzxE, WzyE and WzzE. {ECO:0000255|HAMAP-Rule:MF_01003, ECO:0000305|PubMed:16816184}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01003, ECO:0000305}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01003}.
P27836	27928	b3794 JW3770		
P28249	68963	b2064 JW2049		SUBCELLULAR LOCATION: Periplasm {ECO:0000305}.
P28638	33397	b3262 JW5543		
P29012	38845	b1190 JW1179		
P30015	169381	b1653 JW1645		
P30128	18527	b3406 JW3369		
P30130	96482	b4317 JW5780		SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P30136	70850	b3994 JW3958	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00089}.	
P30235	33573	b2166 JW2153		
P30859	26930	b0863 JW0847	SUBUNIT: The complex is composed of two ATP-binding proteins (ArtP), two transmembrane proteins (ArtM and ArtQ) and two solute-binding proteins (ArtJ and ArtI). {ECO:0000305|PubMed:8801422}.	SUBCELLULAR LOCATION: Periplasm {ECO:0000269|PubMed:8801422}.
P31060	54536	b0760 JW0743		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.
P31068	25050	b1940 JW1924		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P31122	42538	b1528 JW1521		SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P31125	32324	b1533 JW5250		SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P31126	42659	b1534 JW1527		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P31436	43493	b3659 JW3633		SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P31440	46934	b3664 JW5636		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996, ECO:0000269|PubMed:24214977}; Multi-pass membrane protein {ECO:0000269|PubMed:15919996, ECO:0000269|PubMed:24214977}.
P31442	42216	b3673 JW5634		SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P31452	39692	b3683 JW3660		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein. Note=When overexpressed using vectors that provide a promoter and ribosome binding site (PubMed:15919996). {ECO:0000269|PubMed:15919996}.
P31459	31374	b3693 JW3670		
P31462	41490	b3710 JW3688		SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P31463	36882	b3711 JW3689		
P31474	51462	b3754 JW3733		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000305|PubMed:15919996}.
P31548	24999	b0066 JW0065	SUBUNIT: The complex is composed of two ATP-binding proteins (ThiQ), two transmembrane proteins (ThiP) and a solute-binding protein (ThiB). {ECO:0000255|HAMAP-Rule:MF_01723}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01723}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_01723}.
P31549	59533	b0067 JW0066	SUBUNIT: The complex is composed of two ATP-binding proteins (ThiQ), two transmembrane proteins (ThiP) and a solute-binding protein (ThiB). {ECO:0000250|UniProtKB:Q8ZRV1}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000255}.
P31574	33513	b0042 JW0041	SUBUNIT: Heterodimer of FixA and FixB. {ECO:0000305}.	
P31600	111308	b0568 JW0557	SUBUNIT: (Microbial infection) Interacts with N4 phage non-contractile sheath protein; this interaction is essential for viral adsorption to the host. {ECO:0000269|PubMed:19011026}.	SUBCELLULAR LOCATION: Cell outer membrane.
P31665	34607	b0132 JW5010		
P31802	23575	b2193 JW2181		
P31825	27270	b2575 JW2559		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P31826	64985	b1496 JW5242		SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P31828	104656	b1494 JW1489		
P32129	36289	b3862 JW3834		SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P32137	50982	b3877 JW3848		SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P32152	66000	b3897 JW3868		
P32155	16094	b3900 JW3871		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P32157	25343	b3910 JW5559	SUBUNIT: Monomer. {ECO:0000269|PubMed:16021622}.	
P32672	37086	b3949 JW3921		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|PROSITE-ProRule:PRU00427, ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00427, ECO:0000269|PubMed:15919996}.
P32675	32430	b3952 JW3924		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P32676	12637	b3953 JW3925		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P32696	9023	b4050 JW5716		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:19555453}; Multi-pass membrane protein {ECO:0000269|PubMed:19555453}. Note=Localizes at both cell poles and along the length of the cell.
P32701	60801	b4061 JW4022		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}.
P32710	61295	b4074 JW4035		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000305|PubMed:15919996}.
P32711	14523	b4075 JW4036		SUBCELLULAR LOCATION: Periplasm {ECO:0000305}.
P32714	53453	b4080 JW4041	SUBUNIT: Could be part of a tripartite efflux system composed of MdtN, MdtO and MdtP.	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000305}; Lipid-anchor {ECO:0000255|PROSITE-ProRule:PRU00303}.
P32720	34316	b4086 JW4047		SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P33014	8148	b2012 JW1994		
P33021	43410	b2161 JW2148		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000255}.
P33024	43432	b2164 JW2151		SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P33128	27054	b0140 JW0136		SUBCELLULAR LOCATION: Periplasm {ECO:0000250}.
P33135	28543	b1950 JW1934		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:15919996}. Bacterial flagellum basal body {ECO:0000269|PubMed:15919996}.
P33136	57912	b1048 JW1035		SUBCELLULAR LOCATION: Periplasm.
P33222	45020	b4186 JW4144		
P33228	29721	b1349 JW1343	SUBUNIT: Homotetramer.	
P33230	7863	b1347 JW1341		
P33234	29007	b4116 JW4077		
P33340	36885	b2108 JW2095		
P33341	92282	b2109 JW2096		SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P33342	26589	b2110 JW2097		SUBCELLULAR LOCATION: Periplasm {ECO:0000250}.
P33343	19061	b2111 JW2098		
P33362	32609	b2131 JW2119	SUBUNIT: The complex is composed of two ATP-binding proteins (YehX), two transmembrane proteins (YehW and YehY) and a solute-binding protein (YehZ). {ECO:0000305}.	SUBCELLULAR LOCATION: Periplasm {ECO:0000305}.
P33369	52138	b2139 JW5838/JW5358		SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000305}; Lipid-anchor {ECO:0000255|PROSITE-ProRule:PRU00303}.
P33593	26820	b3479 JW3444	SUBUNIT: The complex is composed of two ATP-binding proteins (NikD and NikE), two transmembrane proteins (NikB and NikC) and a solute-binding protein (NikA). {ECO:0000255|HAMAP-Rule:MF_01711}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01711}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_01711}.
P33594	29722	b3480 JW3445	SUBUNIT: The complex is composed of two ATP-binding proteins (NikD and NikE), two transmembrane proteins (NikB and NikC) and a solute-binding protein (NikA). {ECO:0000255|HAMAP-Rule:MF_01712}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01712}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_01712}.
P33595	63975	b0069 JW0068		
P33596	19424	b2698 JW2668		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P33790	102472	ECOK12F099		SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P33915	38092	b2179 JW2167		SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P33916	58726	b2180 JW2168		
P33920	37823	b2186 JW2174		SUBCELLULAR LOCATION: Cytoplasm, nucleoid.
P33927	71389	b2196 JW2184		SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P34210	35499	ECOK12F029		SUBCELLULAR LOCATION: Cell outer membrane; Multi-pass membrane protein.
P34749	44716	b3391 JW3354		SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000305}.
P36561	26386	b1992 JW1970		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:15919996}.
P36562	36987	b1991 JW1969	SUBUNIT: Homodimer. {ECO:0000250}.	
P36647	15622	b0108 JW0104		SUBCELLULAR LOCATION: Fimbrium. Membrane {ECO:0000255}; Single-pass membrane protein {ECO:0000255}.
P36667	31061	b4571 JW2016		
P36678	17234	b3334 JW5704	SUBUNIT: Type II secretion system is composed of four main components: the outer membrane complex, the inner membrane complex, the cytoplasmic secretion ATPase and the periplasm-spanning pseudopilus (By similarity). Forms homodimers (By similarity). Interacts with GspL. Interacts with GspE and GspF (By similarity). {ECO:0000250|UniProtKB:P25061, ECO:0000250|UniProtKB:P41851, ECO:0000250|UniProtKB:Q00514}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000250|UniProtKB:P25061}; Single-pass membrane protein {ECO:0000250|UniProtKB:P25061}.
P36767	33993	b0393 JW0384		SUBCELLULAR LOCATION: Cytoplasm, nucleoid.
P36771	34594	b2289 JW2284		
P36879	34647	b0127 JW0123		
P36995	7717	b1557 JW1549		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P37009	39059	b0262 JW0254	SUBUNIT: The complex is composed of two ATP-binding proteins (FbpC), two transmembrane proteins (FbpB) and a solute-binding protein (FbpA). {ECO:0000255|HAMAP-Rule:MF_01706}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01706}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_01706}.
P37016	21112	b0136 JW0132		SUBCELLULAR LOCATION: Fimbrium {ECO:0000305}.
P37017	21047	b0137 JW0133		SUBCELLULAR LOCATION: Fimbrium {ECO:0000305}.
P37018	20307	b0138 JW0134		SUBCELLULAR LOCATION: Fimbrium {ECO:0000305}.
P37024	89148	b0148 JW0144		
P37047	43687	b0162 JW5013		
P37049	29863	b0164 JW5014		
P37050	20118	b0141 JW0137		SUBCELLULAR LOCATION: Fimbrium {ECO:0000305}.
P37127	71844	b2468 JW2452		
P37147	17692	b4140 JW4100		SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P37180	43602	b2995 JW5494		SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P37182	17751	b2993 JW2961		
P37195	20408	b3507 JW3475		
P37197	51571	b3518 JW3486		
P37306	31644	b0521 JW0510	SUBUNIT: Homodimer. {ECO:0000250}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P37309	13253	b3501 JW3468	SUBUNIT: Binds DNA as a homodimer. {ECO:0000250}.	
P37590	9871	b2259 JW2254		
P37597	43367	b1660 JW1652		SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P37623	21768	b3475 JW3440		
P37649	74381	b3529 JW5943		SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}.
P37652	86024	b3532 JW3500	SUBUNIT: Tightly associated with the cellulose synthase catalytic subunit. {ECO:0000250}.	SUBCELLULAR LOCATION: Cell inner membrane; Single-pass type I membrane protein.
P37655	27140	b3534		
P37662	42951	b3547 JW3516	SUBUNIT: Interacts with BtsS and YpdA. {ECO:0000269|PubMed:24659770}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996, ECO:0000269|PubMed:23222720}; Multi-pass membrane protein {ECO:0000269|PubMed:15919996, ECO:0000269|PubMed:23222720}.
P37664	17104	b3550 JW3519		
P37671	31067	b3574 JW3546		
